"","PAU89988T_6h","PAU89988T_24h","PATU8902_6h","PATU8902_24h","AveExpr","F","P.Value","adj.P.Val"
"TICAM1",-0.140558187727179,0.0786233898106505,0.410857920302207,0.153967862655187,1.90087962718921,2.17122703203156,0.11918969898752,0.380050221420315
"EIF3I",-0.189674398494782,-0.202682601549521,-0.00232110523541706,-0.260711866056466,8.26681504856818,2.17021330651741,0.119319469659671,0.380373423636509
"PIM2",-0.118202122535824,-0.00478997234203815,0.139887224957793,-0.144130903664731,3.33746290316191,2.16965708955983,0.119390737759485,0.380479878049075
"NDUFC2",0.109895955268539,0.0744366056589376,-0.0158448730679721,0.266378723928678,6.32572504840889,2.16950917272652,0.119409698077692,0.380479878049075
"TIFA",0.140746327055056,0.0932268444106454,0.0707540211565671,0.363315155962646,3.19277872206224,2.16912330725821,0.119459174487162,0.38054696340914
"C7orf73",0.188986589055098,0.023128648976166,0.0301267007581512,0.20794510134531,5.50042057571193,2.16789538534312,0.119616768201634,0.380927015291232
"PITRM1",0.0355464158156655,0.0805819108803414,0.0456911253547991,-0.129246385721516,6.01632586864797,2.16775048519113,0.11963537973707,0.380927015291232
"NKRF",0.153148473449946,0.176946278385435,-0.0215082626977194,0.0810821266548132,4.66029694652542,2.16727141449734,0.11969693566771,0.381032399347354
"ATG5",0.0739452075014331,0.0417519082323405,0.0582381853393414,0.291455660086044,5.46398419800342,2.16652442164769,0.119792985168608,0.38112433001957
"PBK",-0.0233090861403031,-0.0261755322091268,-0.0570099751640951,0.275525891502685,6.60428076617816,2.16644073006661,0.11980375153991,0.38112433001957
"ATF5",0.273232396061226,0.184063265346103,0.0684517039705597,-0.0841936712514721,5.04759665399429,2.16561990937947,0.119909400053432,0.38112433001957
"EPAS1",0.0109877746961518,0.0907482062301712,0.274399520228958,0.32098564128526,4.67649610873248,2.16519697360217,0.119963875693608,0.38112433001957
"SCYL1",-0.0212959099777761,-0.0399487968784094,0.148657724884596,-0.207882245791545,5.53182635766489,2.16514296986307,0.119970833489861,0.38112433001957
"DFNA5",-0.125040102291343,-0.0434356801876218,-0.045762890339855,0.207377068068909,2.40952256565528,2.16506778596213,0.119980520845117,0.38112433001957
"LOC728673",-0.557328867068175,-0.370103581042419,0.151688490490055,0.153537893443694,1.12507337171868,2.16484067777896,0.120009788585285,0.38112433001957
"MRPL38",-0.224044027787762,-0.206466406535675,0.13491316124538,-0.130622613971333,5.40737801065405,2.1644241210081,0.120063490838958,0.38112433001957
"MDFIC",-0.140182805371692,-0.0486744961926511,0.1944309448931,0.462048646413916,1.66002997698623,2.16436146663305,0.120071570446214,0.38112433001957
"SYNJ2BP",0.228697999368895,0.200054535953611,-0.106013061905475,0.025442337025023,4.43410850309453,2.16432559288255,0.120076196816766,0.38112433001957
"NOL8",0.12959912303856,0.0828102040895358,0.0194923531028417,0.170378213178047,5.67055840372583,2.16372602067892,0.120153547645475,0.38112433001957
"OAZ1",-0.316237065204902,-0.332378770972558,0.119744830380345,-0.179813918982628,8.2282819285583,2.16319825394016,0.120221679321136,0.38112433001957
"DHRS1",-0.338526692825209,-0.203930995998433,0.223465800625954,-0.123718330871121,2.78349789878667,2.16302526010416,0.120244020904693,0.38112433001957
"C17orf96",0.0557423304544353,0.0548361535362192,0.115606708549848,-0.116461597724953,4.20940097050122,2.16287375110587,0.120263591470398,0.38112433001957
"SEC14L1",0.073616912802148,0.0626121905868953,0.0275028639628232,-0.117352446064626,6.26304031494594,2.16248275204836,0.120314113075141,0.38112433001957
"ZNF799",-0.0417533578236893,-0.0210605351612529,-0.111252481822925,0.333894789660258,2.44100251924165,2.16233710838397,0.120332937773096,0.38112433001957
"LAMP2",0.0265268482316392,0.0574584896314478,-0.0422011618467755,0.258200164332284,5.9640102117403,2.16228208050493,0.120340051049322,0.38112433001957
"TIMM17B",-0.134278747216682,-0.0552758596164802,0.0813999090721778,-0.299213777413433,5.07400998270184,2.16227960531681,0.120340371019555,0.38112433001957
"OTUD4",0.133127818454823,0.173800445163075,-0.0203988213131181,0.185513603028339,4.83913754413106,2.16195236069622,0.120382682364335,0.38112433001957
"NCOR1",0.217401876443891,0.102464643939026,-0.0879765757418456,-0.0603514934747471,5.73761013070673,2.16177404823661,0.12040574416325,0.38112433001957
"STARD10",0.00666218698203913,-0.0834383827238874,0.12964025925816,-0.135886704245903,4.57658243335016,2.16162292411108,0.120425293326171,0.38112433001957
"SLCO1B3",0.240561938869872,0.18227492951566,0.271766313924232,0.375025318077928,4.57803298648025,2.16132911417505,0.120463309882682,0.38112433001957
"FRAT1",-0.318638835405597,-0.0377759436589674,0.391524521322883,0.500739557527601,1.31562025567699,2.1613092353594,0.120465882503126,0.38112433001957
"C16orf72",0.156587875427285,0.135784517537831,0.00491974203025869,0.27648424921512,4.55170830485748,2.16122657683567,0.120476580405998,0.38112433001957
"FOXD1",0.113286781062762,-0.0396273887008878,0.168646758020238,0.0480035279511393,5.0120791728337,2.16117017213458,0.120483881052029,0.38112433001957
"KLHL23",0.167624279305344,-0.0617075533934317,0.0337769264526742,0.262590521779383,5.14091052878795,2.16074549272948,0.120538864025539,0.38112433001957
"FAM76B",0.201358984879106,0.266694990792782,-0.0676564099696808,0.309136632979193,4.20833332870783,2.16060800131808,0.120556670749145,0.38112433001957
"CNOT4",0.199963146225472,0.352066881177553,-0.0261091253093149,0.0321680389857502,4.22112072539608,2.16051225090555,0.120569073207562,0.38112433001957
"RBM15B",0.0928168094230717,0.0642125657922819,0.0258979433631117,-0.13562160424692,4.51714921774434,2.1604195873292,0.120581077141172,0.38112433001957
"ZNF503",-0.176246380412431,-0.0275285210296412,0.214645587202406,0.44134203217962,2.09094567896022,2.16015465967371,0.120615403820099,0.38112433001957
"COX14",-0.242630223200927,-0.348437586290888,0.0149834112968676,-0.241565927667381,5.68720098861629,2.15997628721316,0.120638521477374,0.38112433001957
"RER1",-0.18971940450121,-0.172776647034444,0.0313056268699903,-0.0935638700358226,6.31607058399784,2.15986756477604,0.120652614606302,0.38112433001957
"VEGFB",0.0576627040007995,-0.0292102465523056,0.244002416172994,-0.114696269576241,5.27544013762161,2.15953307427563,0.120695984019248,0.38112433001957
"ACTR2",-0.0322322490216109,-0.0208933661141586,-0.12963237437854,0.0772888084420202,8.54615892600546,2.15937725419095,0.120716193099395,0.38112433001957
"GSKIP",0.14624900234702,0.230987453978364,-0.0440833280857289,0.417031044299629,4.38035812200739,2.15933166501017,0.120722106476436,0.38112433001957
"JMJD6",-0.146272384304202,-0.0230023280990528,0.0857359076176163,-0.131305531808905,4.87691940131047,2.15877010293846,0.120794972373105,0.381264470792906
"UXT",-0.0796805108980845,-0.0781668276616205,0.0455633842255647,-0.253785042424266,6.86550327221319,2.15807708535593,0.120884960757408,0.38135078335141
"IARS2",-0.0647612632768961,-0.146841260329206,-0.0724444980457752,0.082571707313539,7.6887616960476,2.15807064765067,0.120885797032697,0.38135078335141
"WDR34",-0.400857573659607,-0.459315651324602,0.0501778288808792,-0.284755681816477,5.65616580582558,2.15774840945319,0.120927664616116,0.38135078335141
